code,ms_name,ms_category,ms_investment_style,ms_id
105230,Nippon India Interval MnSer I IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBXO
105232,Nippon India Interval MnSerI InstlIDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBXP
105274,SBI Liquid Instl Gr,Liquid,,F0GBR06R7R
105275,SBI Liquid Instl Dl IDCW-R,Liquid,,F0GBR06R7Q
105278,,,,
105279,SBI Liquid Instl Fr IDCW-P,Liquid,,F0GBR06R7S
105280,SBI Liquid Reg Gr,Liquid,,F000000IDR
105281,SBI Liquid Reg Dl IDCW-R,Liquid,,F000000I6Z
105282,SBI Liquid Reg Wk IDCW-P,Liquid,,F00000NN7C
105283,SBI Liquid Reg Fr IDCW-P,Liquid,,F00000Q9VW
105400,Nippon India Interval Mn Ser II Gr,Fixed Maturity Ultrashort-Term Bond,,F000001AHR
105401,Nippon India Interval MnSer II IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBXR
105402,Nippon India Interval MnSerII InstIDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBXS
105417,Taurus Infrastructure Gr,Equity - Infrastructure,Large Blend,F000000FY2
105418,Taurus Infrastructure IDCW-R,Equity - Infrastructure,Large Blend,F00000Z98G
105433,Nippon India Interval Qt I Gr,Fixed Maturity Ultrashort-Term Bond,,F000001AUO
105434,Nippon India Interval Qt I IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBXU
105436,Nippon India Interval Qt I Instl IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBXV
105459,Invesco India Contra IDCW-R,Contra,Large Blend,F00000Z8J4
105460,Invesco India Contra Gr,Contra,Large Blend,F000000G42
105461,Principal Low Duration Dl IDCW-R,Low Duration,,F000000IHF
105463,,,,
105503,Invesco India Mid Cap Gr,Mid-Cap,Mid Growth,F000000G43
105504,Invesco India Mid Cap IDCW-R,Mid-Cap,Mid Growth,F00000Z8JU
105543,HDFC Low Duration Reg Mn IDCW-R,Low Duration,,F00000Z80U
105544,,,,
105545,,,,
105546,,,,
105547,,,,
105548,HDFC Low Duration Reg Dl IDCW-R,Low Duration,,F000000I73
105549,Sundaram Low Duration Retl Wk IDCW-R,Low Duration,,F00000Z95Z
105550,Sundaram Low Duration Retl Fr IDCW-R,Low Duration,,F00000Z95W
105551,Sundaram Low Duration Retl Mn IDCW-R,Low Duration,,F00000Z95X
105552,Sundaram Low Duration Retl Qt IDCW-R,Low Duration,,F00000Z95Y
105553,Sundaram Low Duration Retl Dl IDCW-R,Low Duration,,F000000IEI
105554,Sundaram Low Duration Instl Dl IDCW-R,Low Duration,,F000000I72
105555,,,,
105556,Sundaram Low Duration Reg Wk IDCW-R,Low Duration,,F00000Z95V
105557,Sundaram Low Duration Reg Fr IDCW-R,Low Duration,,F00000Z95S
105558,Sundaram Low Duration Reg Qtrly IDCW-R,Low Duration,,F00000Z95U
105559,,,,
105560,,,,
105561,Sundaram Low Duration Instl Mn IDCW-R,Low Duration,,F00000Z95R
105562,Sundaram Low Duration Instl Gr,Low Duration,,F000000IE3
105563,Sundaram Low Duration Reg Gr,Low Duration,,F000000IEC
105564,Sundaram Low Duration Retl Gr,Low Duration,,F000000IEL
105565,Sundaram Low Duration Reg Dl IDCW-R,Low Duration,,F000000IEF
105566,Sundaram Low Duration Reg Mn IDCW-R,Low Duration,,F00000Z95T
105578,UTI Trs Adv Reg Periodic IDCW-R(Discon),Low Duration,,F00000Z9DY
105603,Invesco India Arbitrage Gr,Arbitrage Fund,Large Blend,F000001A76
105604,Invesco India Arbitrage IDCW-R,Arbitrage Fund,Large Blend,F00000Z8IW
105605,UTI Trs Adv Reg Dl IDCW-R,Low Duration,,F000000IE6
105627,UTI Trs Adv Reg Wk IDCW-R,Low Duration,,F00000Z9DW
105628,SBI Magnum Long Term Equity Reg Gr,ELSS,Large Blend,F000000I4H
105637,JM Dynamic Debt Wk IDCW-R,Dynamic Bond,,F000000I6G
105638,JM Dynamic Debt Premium Dl IDCW-R,Dynamic Bond,,F000000ICN
105639,JM Dynamic Debt Dl IDCW-R,Dynamic Bond,,F000000IDI
105650,,,,
105651,,,,
105658,UTI Trs Adv Reg Mn IDCW-R,Low Duration,,F00000Z9DT
105659,UTI Trs Adv Reg Wk IDCW-PDiscon),Low Duration,,F000000IDU
105660,Nippon India Interval Yr I IDCW-R,Fixed Maturity Short-Term Bond,,F00000ZBY1
105661,Nippon India Interval Yr I Retl Gr,Fixed Maturity Short-Term Bond,,F000001AH2
105662,Nippon India Interval Yr I Retl IDCW-R,Fixed Maturity Short-Term Bond,,F00000ZBY2
105663,Nippon India Interval Yr I Gr,Fixed Maturity Short-Term Bond,,F000001AGT
105667,DSP Strategic Bd Reg Mn IDCW-R,Dynamic Bond,,F00000Z7UD
105668,DSP Strategic Bd Reg IDCW-R,Dynamic Bond,,F00000Z7UC
105669,DSP Strategic Bd Reg Gr,Dynamic Bond,,F000000IEW
105670,UTI Trs Adv Reg Mn IDCW-R(Discon),Low Duration,,F00000Z9DX
105689,Nippon India Interval Qt II Gr,Fixed Maturity Ultrashort-Term Bond,,F000001AVF
105691,,,,
105692,Nippon India Interval Qt II IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBXX
105710,,,,
105711,,,,
105757,HDFC Mid-Cap Opportunities IDCW-R,Mid-Cap,Mid Blend,F00000Z82F
105758,HDFC Mid-Cap Opportunities Gr,Mid-Cap,Mid Blend,F000000I3Z
105804,Aditya BSL Small Cap Gr,Small-Cap,Mid Blend,F000000I3X
105805,Aditya BSL Small Cap IDCW-R,Small-Cap,Mid Blend,F00000Z7JA
105816,Franklin India Focused Equity IDCW-R,Focused Fund,Large Blend,F00000Z7YO
105817,Franklin India Focused Equity Gr,Focused Fund,Large Blend,F000000I5Q
105822,LIC MF Banking & PSU Debt Dl IDCW-R,Banking & PSU,,F00000Z8QO
105823,LIC MF Banking & PSU Debt Gr,Banking & PSU,,F000000I7F
105856,LIC MF Banking & PSU Debt Mn IDCW-R,Banking & PSU,,F00000Z8QP
105857,LIC MF Banking & PSU Debt Wk IDCW-R,Banking & PSU,,F00000Z8QQ
105875,DSP Flexi Cap Fund Reg Gr,Flexi Cap,Large Growth,F000000I42
105881,Aditya BSL Savings Retl Wk IDCW-R,Ulta Short Duration,,F000000IHY
105882,Nippon India Interval Qt III Instl Gr,Fixed Maturity Ultrashort-Term Bond,,F000001AUD
105883,Nippon India Interval Qt III InstlIDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBY0
105884,Nippon India Interval Qt III Gr,Fixed Maturity Ultrashort-Term Bond,,F000001AUC
105885,Nippon India Interval Qt III IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBXZ
105887,Aditya BSL Savings Wk IDCW-R,Ulta Short Duration,,F000000II0
105888,Aditya BSL Savings Dl IDCW-R,Ulta Short Duration,,F000000IH6
105907,,,,
105908,,,,
105967,Kotak Equity Arbitrage Reg Mn IDCW-R,Arbitrage Fund,Large Blend,F00000Z8MY
105968,Kotak Equity Arbitrage Reg Gr,Arbitrage Fund,Large Blend,F0GBR06RVT
105989,DSP Small Cap Reg Gr,Small-Cap,Small Blend,F000000I3Y
106057,UTI FIIF Qt I Retl IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBYN
106060,UTI FIIF Qt I Retl Gr,Fixed Maturity Ultrashort-Term Bond,,F000001AXE
106095,SBI Infrastructure Reg IDCW-R,Equity - Infrastructure,Mid Blend,F00000Z914
106096,SBI Infrastructure Reg Gr,Equity - Infrastructure,Mid Blend,F000000I4W
106101,,,,
106104,,,,
106129,,,,
106130,,,,
106131,,,,
106132,,,,
106141,,,,
106142,,,,
106143,Invesco India Growth Opp IDCW-R,Large & Mid-Cap,Large Growth,F00000Z8JO
106144,Invesco India Growth Opp Gr,Large & Mid-Cap,Large Growth,F000000I4D
106145,UTI FIIF Mn I Gr,Fixed Maturity Ultrashort-Term Bond,,F000001AHN
106146,UTI FIIF Mn I IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBYI
106157,Aditya BSL Bkg & PSU Debt Retl Qt IDCW-P,Banking & PSU,,F000000JVX
106166,Canara Robeco Equity Hyb Reg Gr,Aggressive Allocation,Large Growth,F0GBR06SB0
106167,Canara Robeco Equity Hyb Reg Mly IDCW-R,Aggressive Allocation,Large Growth,F00000Z7MF
106168,JM Value IDCW-R,Value,Large Blend,F00000Z8L8
106169,Quant Infrastructure IDCW-R,Equity - Infrastructure,Large Value,F00000Z7XI
106170,Quant Infrastructure Gr,Equity - Infrastructure,Large Value,F000000JSS
106171,Invesco India Corp Bond Reg Mn IDCW-R,Corporate Bond,,F00000Z8IT
106172,Invesco India Corp Bond Reg Qt IDCW-R,Corporate Bond,,F00000Z8IU
106177,Invesco India Corp Bond Reg Gr,Corporate Bond,,F000000JWC
106179,Invesco India Corp Bond Reg Ann IDCW-R,Corporate Bond,,F00000Z8IR
106183,UTI FIIF Yr I Retl Gr,Fixed Maturity Short-Term Bond,,F000001AHL
106185,UTI FIIF Yr I Instl Gr,Fixed Maturity Short-Term Bond,,F000001AH4
106186,UTI FIIF Yr I Retl IDCW-R,Fixed Maturity Short-Term Bond,,F00000ZBZ0
106193,,,,
106212,SBI Magnum Low Duration Reg Gr,Low Duration,,F000000JVT
106213,SBI Magnum Low Duration Reg Dl IDCW-R,Low Duration,,F000000JW6
106214,SBI Magnum Low Duration Reg Wk IDCW-R,Low Duration,,F00000Z93H
106215,SBI Magnum Low Duration Reg Fr IDCW-R,Low Duration,,F00000Z93F
106216,SBI Magnum Low Duration Reg Mn IDCW-R,Low Duration,,F00000Z93G
106217,SBI Magnum Low Duration Instl Gr,Low Duration,,F000000JW2
106221,SBI Magnum Low Duration Instl Dl IDCW-R,Low Duration,,F000000JW1
106222,SBI Magnum Low Duration Instl Wk IDCW-R,Low Duration,,F00000Z93E
106223,,,,
106224,,,,
106227,SBI Short Term Debt Retl Gr,Short Duration,,F000000JVW
106228,SBI Short Term Debt Retl Wk IDCW-R,Short Duration,,F00000Z930
106229,SBI Short Term Debt Retl Mn IDCW-R,Short Duration,,F00000Z92Z
106230,SBI Short Term Debt Retl Fr IDCW-R,Short Duration,,F00000Z92Y
106231,SBI Short Term Debt Reg Gr,Short Duration,,F000000JWS
106232,SBI Short Term Debt Reg Wk IDCW-R,Short Duration,,F00000Z92X
106233,SBI Short Term Debt Reg Mn IDCW-R,Short Duration,,F00000Z92W
106234,SBI Short Term Debt Reg Fr IDCW-R,Short Duration,,F00000Z92V
106235,Nippon India Large Cap Gr,Large-Cap,Large Blend,F000000I4V
106236,Nippon India Large Cap IDCW-R,Large-Cap,Large Blend,F00000Z8ZH
106238,Nippon India Large Cap Instl Bns,Large-Cap,Large Blend,F000000I40
106240,Nippon India Large Cap Bns,Large-Cap,Large Blend,F000000I4T
106252,Nippon India Multi Cap Instl IDCW-R,Multi-Cap,Large Blend,F00000Z8W9
106253,,,,
106255,Nippon India Vision Instl IDCW-R,Large & Mid-Cap,Large Growth,F00000Z8ZM
106260,Nippon India Growth Instl IDCW-R,Mid-Cap,Mid Growth,F00000Z8WW
106290,,,,
106291,,,,
106292,,,,
106293,,,,
106316,Invesco India Dynamic Equity IDCW-R,Dynamic Asset Allocation,Large Blend,F00000Z8JE
106317,Invesco India Dynamic Equity Gr,Dynamic Asset Allocation,Large Blend,F000000JVS
106337,UTI FIIF Yr II Retl IDCW-R,Fixed Maturity Short-Term Bond,,F00000ZBZ2
106338,UTI FIIF Yr II Retl Gr,Fixed Maturity Short-Term Bond,,F000001AH5
106365,UTI FIIF Qt III Retl IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBYQ
106366,UTI FIIF Qt III Retl Gr,Fixed Maturity Ultrashort-Term Bond,,F000001EVM
106367,UTI FIIF Qt III Instl IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBYP
106369,Sundaram Global Brand IDCW-R,Global - Other,Large Blend,F00000Z94G
106370,Sundaram Global Brand Gr,Global - Other,Large Blend,F000000JVK
106383,UTI S/T Income Reg IDCW-R(Discon),Short Duration,,F00000Z9D4
106384,UTI S/T Income Reg Gr(Discon),Short Duration,,F0000040QC
106411,Aditya BSL Intrvl Inc Qt Sr I IDCW,Fixed Maturity Ultrashort-Term Bond,,F000000KDH
106412,Aditya BSL Intrvl Inc Qt Sr I Gr,Fixed Maturity Ultrashort-Term Bond,,F000000KF5
106413,Aditya BSL Intrvl Inc Qt Sr I IP IDCW,Fixed Maturity Ultrashort-Term Bond,,F000000KEY
106425,UTI India Consumer Reg Gr,Equity - Other,Large Growth,F000000I44
106426,UTI India Consumer Reg IDCW-R,Equity - Other,Large Growth,F00000Z9BC
106441,Kotak Global Emerging Market Reg Gr,Global - Other,Large Blend,F000000JSG
106442,Kotak Global Emerging Market Reg IDCW-R,Global - Other,Large Blend,F00000Z8N8
106549,UTI FIIF Mn I Instl IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBYJ
106596,DSP World Gold IDCW-R,Global - Other,Mid Growth,F00000Z7V2
106597,DSP World Gold Gr,Global - Other,Mid Growth,F000000JSP
106624,UTI S/T Income Reg Gr,Short Duration,,F000001ABM
106653,Invesco India Infrastructure IDCW-R,Equity - Infrastructure,Mid Growth,F00000Z8JQ
106654,Invesco India Infrastructure Gr,Equity - Infrastructure,Mid Growth,F000001A1D
106670,,,,
106671,,,,
106706,UTI FIIF Yr III Retl IDCW-R,Fixed Maturity Short-Term Bond,,F00000ZBZ4
106707,UTI FIIF Yr III Retl Gr,Fixed Maturity Short-Term Bond,,F000001AH0
106709,UTI FIIF Yr III Instl Gr,Fixed Maturity Short-Term Bond,,F000001AHG
106736,HSBC Flexi Debt Reg Gr,Dynamic Bond,,F000001A8I
106737,HSBC Flexi Debt Gr,Dynamic Bond,,F000001A8H
106738,HSBC Flexi Debt Fr IDCW-R,Dynamic Bond,,F000001A9K
106739,HSBC Flexi Debt Mn IDCW-R,Dynamic Bond,,F00000Z83T
106741,HSBC Flexi Debt Reg Mn IDCW-R,Dynamic Bond,,F00000Z83W
106744,,,,
106745,,,,
106760,,,,
106761,,,,
106762,,,,
106763,,,,
106770,HSBC Flexi Debt Reg Fr IDCW-R,Dynamic Bond,,F000001A8G
106777,,,,
106778,,,,
106779,,,,
106780,,,,
106793,HDFC Arbitrage Whls Gr,Arbitrage Fund,Large Blend,F000001A79
106795,HDFC Arbitrage Whls IDCW-R,Arbitrage Fund,Large Blend,F00000Z80J
106796,HDFC Arbitrage Retl Gr,Arbitrage Fund,Large Blend,F000001A7B
106797,HDFC Arbitrage Retl Qt IDCW-P,Arbitrage Fund,Large Blend,F000001A7A
106821,ICICI Pru Smallcap Instl Gr,Small-Cap,Small Growth,F000000JVP
106822,ICICI Pru Smallcap IDCW-R,Small-Cap,Small Growth,F00000Z87Q
106823,ICICI Pru Smallcap Gr,Small-Cap,Small Growth,F000000JVR
106828,,,,
106829,,,,
106830,,,,
106831,,,,
106832,,,,
106833,,,,
106838,HDFC Floating Rate Debt Whls Dl IDCW-R,Floating Rate,,F000001GDL
106839,HDFC Floating Rate Debt Whls Mn IDCW-R,Floating Rate,,F00000Z81C
106840,HDFC Floating Rate Debt Whls Wk IDCW-R,Floating Rate,,F00000Z81D
106841,HDFC Floating Rate Debt Whls Gr,Floating Rate,,F000001GDR
106842,Kotak Money Market Reg Dl IDCW-R,Money Market,,F000001ADO
106864,,,,
106871,LIC MF Large Cap Gr,Large-Cap,Large Growth,F0GBR06RYQ
106872,Aditya BSL Intl Equity A IDCW-R,Global - Other,Large Blend,F00000Z7IH
106873,Aditya BSL Intl Equity A Gr,Global - Other,Large Blend,F000001A37
106875,Aditya BSL Intl Equity B IDCW-R,Global - Other,Large Blend,F00000Z7II
106876,Aditya BSL Intl Equity B Gr,Global - Other,Large Blend,F000001A35
106885,,,,
106886,,,,
106929,,,,
106976,,,,
106977,,,,
106978,Franklin Asian Eq IDCW-R,Global - Other,Large Blend,F00000Z7XW
106979,Franklin Asian Eq Gr,Global - Other,Large Blend,F000000OYV
106980,UTI S/T Income Reg Qt IDCW-R,Short Duration,,F00000Z9D8
107070,UTI FIIF Yr IV Retl IDCW-R,Fixed Maturity Short-Term Bond,,F00000ZBZ6
107071,UTI FIIF Yr IV Retl Gr,Fixed Maturity Short-Term Bond,,F000001AGU
107088,UTI FIIF HY I Retl Gr,Fixed Maturity Ultrashort-Term Bond,,F000001ALY
107089,UTI FIIF HY I Retl IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBYF
107138,,,,
107139,,,,
107193,UTI FIIF Mn II Retl Gr,Fixed Maturity Ultrashort-Term Bond,,F000001AIL
107195,UTI FIIF Mn II Retl IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBYL
107226,UTI FIIF HY II Retl IDCW-R,Fixed Maturity Ultrashort-Term Bond,,F00000ZBYG
107228,UTI FIIF HY II Retl Gr,Fixed Maturity Ultrashort-Term Bond,,F000001ALZ
107247,Franklin India US/T Bd Retl Gr,Other Bond,,F000001AB3
107248,Franklin India US/T Bd Instl Gr,Other Bond,,F000001ABH
107249,Franklin India US/T Bd Sup Instl Gr,Other Bond,,F000001ABS
107250,Franklin India US/T Bd Sup Inst DlIDCW-R,Other Bond,,F000001ABR
107251,Franklin India US/T Bd Instl Dl IDCW-R,Other Bond,,F000001AAF
107252,Franklin India US/T Bd Retl Dl IDCW-R,Other Bond,,F000001ABV
107287,JM Tax Gain IDCW-P,ELSS,Large Growth,F000001A32
107288,JM Tax Gain Gr,ELSS,Large Growth,F000001A31
107309,,,,
107310,,,,
107328,Principal US/T Gr,Ulta Short Duration,,F000001A7L
107329,Principal US/T Dl IDCW-R,Ulta Short Duration,,F000001A8N
107330,Principal US/T Mn IDCW-R,Ulta Short Duration,,F00000Z8V3
107332,Principal US/T Wk IDCW-R,Ulta Short Duration,,F00000Z8V4
107352,Invesco India Multicap IDCW-R,Multi-Cap,Mid Growth,F00000Z8JW
107353,Invesco India Multicap Gr,Multi-Cap,Mid Growth,F000001A15
107409,JM Core 11 IDCW-R,Focused Fund,Large Growth,F00000Z8LA
107410,JM Core 11 Gr,Focused Fund,Large Growth,F000001A1C
107471,Invesco India Gilt Mn IDCW-R,Government Bond,,F000001A92
107472,Invesco India Gilt Qt IDCW-R,Government Bond,,F00000Z8JI
107476,Invesco India Gilt Ann IDCW-R,Government Bond,,F00000Z8JF
107477,Invesco India Gilt Gr,Government Bond,,F000001A93
107524,HDFC Infrastructure Gr,Equity - Infrastructure,Mid Value,F000001A0Z
107525,HDFC Infrastructure IDCW-R,Equity - Infrastructure,Mid Value,F00000Z821
107578,Mirae Asset Large Cap Reg Gr,Large-Cap,Large Blend,F000001A2L
107579,Mirae Asset Large Cap Reg IDCW-R,Large-Cap,Large Blend,F00000Z8S6
107693,,,,
107700,Mirae Asset SavingsReg Savings Dl IDCW-R,Low Duration,,F000002146
107701,Mirae Asset SavingsReg Savings Wk IDCW-R,Low Duration,,F00000213C
107702,Mirae Asset SavingsReg Savings Qt IDCW-R,Low Duration,,F00000Z8SA
107704,Mirae Asset SavingsReg Savings Mn IDCW-R,Low Duration,,F00000Z8S9
107705,Mirae Asset Savings - Reg Savings Gr,Low Duration,,F00000213M
107745,Aditya BSL Tax Relief 96 Gr,ELSS,Large Growth,F0000020YP
107763,LIC MF Infrastructure Gr,Equity - Infrastructure,Large Blend,F000001A12
107764,LIC MF Infrastructure IDCW-R,Equity - Infrastructure,Large Blend,F00000Z8QW
107900,,,,
107901,,,,
107988,HSBC Global Emerging Markets Gr,Global - Other,Large Blend,F000001A2R
107989,HSBC Global Emerging Markets IDCW-R,Global - Other,Large Blend,F00000Z83M
108144,,,,
108145,,,,
108166,Aditya BSL Pure Value IDCW-R,Value,Mid Blend,F00000Z7J2
108167,Aditya BSL Pure Value Gr,Value,Mid Blend,F000001A14
108202,DSP Nat Res & New Engy Reg Gr,Equity - Other,Large Value,F0000020ZE
108203,DSP Nat Res & New Engy Reg IDCW-R,Equity - Other,Large Value,F00000Z7U1
108220,HSBC Flexi Debt Reg Qt IDCW-R,Dynamic Bond,,F00000Z83X
108249,Nippon India Quant Gr,Equity - Other,Large Blend,F0000020ZG
108252,Nippon India Quant IDCW-R,Equity - Other,Large Blend,F00000Z8YT
108258,Nippon India Quant Bns,Equity - Other,Large Blend,F0000020ZH
108272,Aditya BSL Bkg & PSU Debt Reg IDCW-R,Banking & PSU,,F0000100GT
108273,Aditya BSL Bkg & PSU Debt Reg Gr,Banking & PSU,,F00000213G
108274,Aditya BSL Bkg & PSU Debt Reg Qt IDCW-P,Banking & PSU,,F00000212W
108305,Sundaram Sel Focus Instl Gr,Focused Fund,Large Blend,F0000020ZZ
108320,,,,
108321,,,,
108377,Invesco India Financial Serv IDCW-R,Sector - Financial Services,Large Growth,F00000Z8J0
108378,Invesco India Financial Serv Gr,Sector - Financial Services,Large Growth,F0000020ZJ
108402,Taurus Tax Shield IDCW-P,ELSS,Large Blend,F0000020Z6
108403,Taurus Largecap Equity IDCW-R,Large-Cap,Large Blend,F00000Z988
108465,ICICI Pru Bluechip IDCW-R,Large-Cap,Large Blend,F00000Z870
108466,ICICI Pru Bluechip Gr,Large-Cap,Large Blend,F000002100
108467,ICICI Pru Bluechip Instl I Gr,Large-Cap,Large Blend,F0000020YR
108479,,,,
108500,Kotak Dynamic Bond Reg Dl IDCW-R,Dynamic Bond,,F00000214D
108511,Kotak Dynamic Bond Reg Gr,Dynamic Bond,,F000002142
108512,Kotak Dynamic Bond Reg Wk IDCW-P,Dynamic Bond,,F000002141
108544,IDFC All Seasons Bond Reg Qt IDCW-R,Fund of Funds,,F00000Z8CQ
108545,IDFC All Seasons Bond Reg Gr,Fund of Funds,,F0GBR06R8X
108546,IDFC All Seasons Bond Reg HY IDCW-R,Fund of Funds,,F00000Z8CO
108547,IDFC All Seasons Bond Reg Ann IDCW-R,Fund of Funds,,F00000Z8CM
108557,IDFC Gov Sec Inv Reg Qt IDCW-R,Government Bond,,F00000Z8ES
108558,IDFC Gov Sec Inv Reg HY IDCW-R,Government Bond,,F00000Z8EQ
108559,IDFC Gov Sec Inv Reg Ann IDCW-R,Government Bond,,F00000Z8EO
108561,IDFC Dynamic Bond Reg Qt IDCW-R,Dynamic Bond,,F00000Z8ED
108592,IDFC Focused Equity Reg Gr,Focused Fund,Large Blend,F0GBR06R94
108593,IDFC Focused Equity Reg IDCW-R,Focused Fund,Large Blend,F00000Z8EI
108594,IDFC Flexi Cap Gr,Flexi Cap,Large Growth,F0GBR06R9H
108595,IDFC Flexi Cap IDCW-R,Flexi Cap,Large Growth,F00000Z8FV
108596,IDFC Core Equity Gr,Large & Mid-Cap,Large Blend,F0GBR06R91
108597,IDFC Core Equity IDCW-R,Large & Mid-Cap,Large Blend,F00000Z8DL
108632,IDFC Low Duration Reg Gr,Low Duration,,F0GBR06R9A
108633,IDFC Low Duration Reg Dl IDCW-R,Low Duration,,F00000Z8GS
108634,IDFC Low Duration Reg Wk IDCW-R,Low Duration,,F00000Z8GW
108635,IDFC Low Duration Reg Mn IDCW-R,Low Duration,,F00000Z8GT
108644,IDFC Gov Sec-Constant Mat Reg Mn IDCW-R,10 yr Government Bond,,F00000Z8F3
108646,IDFC Gov Sec-Constant Mat Reg Qt IDCW-R,10 yr Government Bond,,F00000Z8F5
108650,IDFC Money Manager Reg Dl IDCW-R,Money Market,,F00000Z8FP
108675,IDFC Dynamic Bond Reg Ann IDCW-R,Dynamic Bond,,F00000Z8E9
108690,IDFC Cash Reg Gr,Liquid,,F00000H45R
108691,IDFC Cash Reg Wk IDCW-R,Liquid,,F00000Z8DK
108692,IDFC Cash Reg Dl IDCW-R,Liquid,,F00000Z8DH
108693,IDFC Cash Reg Mn IDCW-R,Liquid,,F00000Z8DI
108694,,,,
108697,IDFC Money Manager C Gr,Money Market,,F000002C12
108698,,,,
108699,,,,
108700,,,,
108701,IDFC Money Manager Reg Wk IDCW-R,Money Market,,F00000Z8FS
108713,IDFC Bond S/T Reg Fr IDCW-R,Short Duration,,F00000Z8GI
108714,,,,
108715,,,,
108716,,,,
108717,,,,
108718,,,,
108719,,,,
108720,,,,
108727,IDFC Bond M/T Reg Mn IDCW-R,Medium Duration,,F00000Z8GC
108728,IDFC Bond M/T Reg Gr,Medium Duration,,F0GBR06RLV
108729,IDFC Bond M/T Reg Fr IDCW-R,Medium Duration,,F00000Z8GB
108730,IDFC Bond M/T Reg Bi-M IDCW-R,Medium Duration,,F00000Z8G9
108731,IDFC Bond M/T Reg Dl IDCW-R,Medium Duration,,F00000Z8GA
108753,IDFC Gov Sec-Constant Mat Reg Gr,10 yr Government Bond,,F0GBR06SLE
108756,IDFC Money Manager Reg Gr,Money Market,,F0GBR06SJU
108757,IDFC Money Manager Reg Mn IDCW-R,Money Market,,F00000Z8FQ
108763,IDFC Bond Inc Reg HY IDCW-R,Medium to Long Duration,,F00000Z8G0
108764,IDFC Bond Inc Reg Qt IDCW-R,Medium to Long Duration,,F00000Z8G2
108765,IDFC Bond Inc Reg Gr,Medium to Long Duration,,F0GBR06SLN
108766,IDFC Bond Inc Reg Yr IDCW-R,Medium to Long Duration,,F00000Z8G3
108767,IDFC Bond S/T Reg Mn IDCW-R,Short Duration,,F00000Z8GJ
108768,IDFC Bond S/T Reg Gr,Short Duration,,F0GBR06RLW
108799,IDFC Large Cap Gr,Large-Cap,Large Blend,F000000CHQ
108800,IDFC Large Cap IDCW-R,Large-Cap,Large Blend,F00000Z8EG
108844,,,,
108845,IDFC Arbitrage Reg Gr,Arbitrage Fund,Large Blend,F000000FY8
108846,,,,
108847,IDFC Arbitrage Reg IDCW-R,Arbitrage Fund,Large Blend,F00000Z8CY
108908,IDFC Sterling Value Reg IDCW-R,Value,Mid Growth,F00000Z8GM
108909,IDFC Sterling Value Reg Gr,Value,Mid Growth,F000001A16
108992,IDFC Equity Savings Reg IDCW-R,Equity - Savings,Large Blend,F00000Z8CW
108993,,,,
108994,,,,
108995,IDFC Equity Savings Reg Gr,Equity - Savings,Large Blend,F000002135
109010,,,,
109058,Sundaram Fin Services Opp Reg IDCW-R,Sector - Financial Services,Large Growth,F00000Z944
109059,Sundaram Fin Services Opp Reg Gr,Sector - Financial Services,Large Growth,F0000020Z9
109060,Sundaram Fin Services Opp Instl IDCW-R,Sector - Financial Services,Large Growth,F00000Z943
109061,Sundaram Fin Services Opp Instl Gr,Sector - Financial Services,Large Growth,F00000NS2W
109108,Aditya BSL Savings Retl Dl IDCW-R,Ulta Short Duration,,F000002137
109254,BOI AXA Liquid Reg Gr,Liquid,,F000002AEM
109255,BOI AXA Liquid Reg Wly IDCW-R,Liquid,,F000002A9M
109264,BOI AXA Ultra S/D Reg Wly IDCW-R,Ulta Short Duration,,F000002ADZ
109269,BOI AXA Ultra S/D Reg Gr,Ulta Short Duration,,F000002AE8
109274,Quant Focused fund IDCW-R,Focused Fund,Large Value,F00000Z7XK
109275,Quant Focused fund Gr,Focused Fund,Large Value,F000002109
109347,,,,
109349,Canara Robeco Liquid Reg Dl IDCW-R,Liquid,,F000002FQV
109350,Canara Robeco Liquid Reg Wly IDCW-R,Liquid,,F00000Z7N5
109351,Canara Robeco Liquid Reg Mly IDCW-R,Liquid,,F00000Z7N4
109353,Canara Robeco Liquid Reg Gr,Liquid,,F000002FQB
109366,Canara Robeco Ultra S/T Reg Wly IDCW-R,Ulta Short Duration,,F00000Z7NP
109370,Canara Robeco Ultra S/T Reg Mly IDCW-R,Ulta Short Duration,,F00000Z7NO
109371,Canara Robeco Ultra S/T Reg Gr,Ulta Short Duration,,F000002FPM
