code,ms_name,ms_category,ms_investment_style,ms_id
138305,PGIM India Insta Csh DrPlAnBsOpt,Liquid,,F00000SCG9
138306,PGIM India Insta Csh Ann Bns Opt,Liquid,,F00000Q15L
138307,PGIM India Large Cap IDCW-R,Large-Cap,Large Growth,F00000Z7QI
138308,PGIM India Large Cap Gr,Large-Cap,Large Growth,F0GBR06SF3
138309,,,,
138310,PGIM India Large Cap Wlth Pl Gr Opt,Large-Cap,Large Growth,F00000NMT6
138311,PGIM India Large Cap Bns Opt,Large-Cap,Large Growth,F00000NMT7
138312,PGIM India Large Cap Dr Pl Gr,Large-Cap,Large Growth,F00000PDVW
138313,PGIM India Large Cap Dr Pl IDCW-R,Large-Cap,Large Growth,F00000Z7QJ
138314,,,,
138315,PGIM India Prem Bd Qt IDCW-R,Corporate Bond,,F00000Z7RF
138316,PGIM India Prem Bd Mn IDCW-R,Corporate Bond,,F00000Z7RD
138317,PGIM India Prem Bd Ann IDCW-R,Corporate Bond,,F00000Z7R9
138318,PGIM India Prem Bd Gr,Corporate Bond,,F0GBR06SGF
138323,PGIM India Prem Bd Prm Pls Pl Gr,Corporate Bond,,F000002QYY
138324,,,,
138329,PGIM India Prem Bd Dr Pl Ann IDCW-P,Corporate Bond,,F00000Q2MR
138330,PGIM India Prem Bd Dr Pl Gr,Corporate Bond,,F00000PDW9
138331,PGIM India Prem Bd Dr Pl Mn IDCW-P,Corporate Bond,,F00000PXWA
138332,PGIM India Prem Bd Dr Pl Qt IDCW-R,Corporate Bond,,F00000Z7RC
138333,,,,
138334,PGIM India Prem Bd HY Bns,Corporate Bond,,F00000PSRT
138336,,,,
138337,PGIM India Ultra S/T Rg Pl Gr,Ulta Short Duration,,F0GBR06SF8
138338,PGIM India Ultra S/T Rg Pl Dl IDCW-R,Ulta Short Duration,,F000000IHK
138339,PGIM India Ultra S/T Rg Pl Wk IDCW-R,Ulta Short Duration,,F00000Z7SE
138340,PGIM India Ultra S/T Rg Pl Mn IDCW-R,Ulta Short Duration,,F00000Z7SD
138341,PGIM India Ultra S/T Wk IDCW-R,Ulta Short Duration,,F00000Z7SF
138342,PGIM India Ultra S/T Dl IDCW-R,Ulta Short Duration,,F000002FPN
138343,PGIM India Ultra S/T Gr,Ulta Short Duration,,F000002FPZ
138344,PGIM India Ultra S/T Mn IDCW-R,Ulta Short Duration,,F00000Z7S9
138345,PGIM India Ultra S/T Bns,Ulta Short Duration,,F000002FQD
138346,PGIM India Ultra S/T Rg Pl Bns,Ulta Short Duration,,F000002FQ2
138349,PGIM India Ultra S/T IDCW-R,Ulta Short Duration,,F00000Z7S5
138353,PGIM India Ultra S/T Qt IDCW-P,Ulta Short Duration,,F00000OVG7
138354,PGIM India Ultra S/T Ann IDCW-P,Ulta Short Duration,,F00000OVG6
138357,,,,
138358,PGIM India Ultra S/T Dr Pl Gr,Ulta Short Duration,,F00000PDWJ
138359,PGIM India Ultra S/T Dr Pl Mn DP,Ulta Short Duration,,F00000PHNV
138360,,,,
138361,PGIM India Ultra S/T Dr Pl Dl IDCW-R,Ulta Short Duration,,F00000PDWI
138362,PGIM India Ultra S/T Dr Pl Wk IDCW-R,Ulta Short Duration,,F00000Z7S8
138363,,,,
138364,,,,
138365,PGIM India Ultra S/T Mn Bns,Ulta Short Duration,,F00000PTTX
138366,,,,
138367,PGIM India Ultra S/T Dr Pl Ann Bns,Ulta Short Duration,,F00000SQNW
138368,,,,
138369,PGIM India Equity Sav Mn IDCW-R,Equity - Savings,Large Blend,F00000Z7OY
138370,PGIM India Equity Sav Qt IDCW-R,Equity - Savings,Large Blend,F00000Z7OZ
138371,PGIM India Equity Sav Ann IDCW-R,Equity - Savings,Large Blend,F00000Z7OU
138372,PGIM India Equity Sav Gr Opt,Equity - Savings,Large Blend,F0GBR06SG4
138375,PGIM India Equity Sav Dr Pl Ann IDCW-R,Equity - Savings,Large Blend,F00000Z7OV
138376,PGIM India Equity Sav Dr Pl Gr,Equity - Savings,Large Blend,F00000PDWH
138377,PGIM India Equity Sav Dr Pl Mn IDCW-R,Equity - Savings,Large Blend,F00000Z7OW
138378,PGIM India Equity Sav Dr Pl Qt IDCW-R,Equity - Savings,Large Blend,F00000Z7OX
138381,PGIM India Hyb Eq IDCW-R,Aggressive Allocation,Large Growth,F00000Z7O4
138382,PGIM India Hyb Eq Gr Opt,Aggressive Allocation,Large Growth,F0GBR06SG2
138383,PGIM India Hyb Eq Wlth Pl Gr Opt,Aggressive Allocation,Large Growth,F00000NMTA
138384,PGIM India Hyb Eq Wlth Pl IDCW-P,Aggressive Allocation,Large Growth,F00000NMT9
138385,,,,
138386,PGIM India Hyb Eq Dr Pl Gr,Aggressive Allocation,Large Growth,F00000PDW6
138387,PGIM India Hyb Eq Dr Pl IDCW-R,Aggressive Allocation,Large Growth,F00000Z7O5
138423,PGIM India Low Dur Gr,Low Duration,,F000000I8E
138424,PGIM India Low Dur Mn IDCW-P,Low Duration,,F00000NS2L
138425,PGIM India Low Dur Wk IDCW-R,Low Duration,,F00000Z7R0
138426,PGIM India Low Dur Fr IDCW-R,Low Duration,,F00000Z7QU
138427,PGIM India Low Dur Instl Gr,Low Duration,,F000002134
138429,PGIM India Low Dur Instl Mn IDCW-P,Low Duration,,F000000I69
138430,PGIM India Low Dur Dl IDCW-R,Low Duration,,F000002138
138431,PGIM India Low Dur Instl Wk IDCW-R,Low Duration,,F00000Z7QW
138432,PGIM India Low Dur Instl Dl IDCW-R,Low Duration,,F00000213F
138435,,,,
138436,PGIM India Low Dur Qt IDCW-R,Low Duration,,F00000Z7QY
138437,PGIM India Low Dur Ann IDCW-R,Low Duration,,F00000Z7QL
138438,PGIM India Low Dur Reg IDCW-R,Low Duration,,F00000Z7QZ
138439,PGIM India Low Dur Dr Pl Mn IDCW-P,Low Duration,,F00000PHNU
138441,PGIM India Low Dur Dr Pl Dl IDCW-R,Low Duration,,F00000PDVY
138442,,,,
138443,PGIM India Low Dur Dr Pl Gr,Low Duration,,F00000PDVX
138444,,,,
138445,PGIM India Low Dur Dir Qt IDCW-R,Low Duration,,F00000Z7QM
138446,PGIM India Low Dur Dr Pl Wk IDCW-R,Low Duration,,F00000Z7QT
138447,,,,
138448,PGIM India Low Dur Mn Bns Opt,Low Duration,,F00000PSRR
138449,,,,
138450,PGIM India Low Dur Ann Bns,Low Duration,,F00000QJPD
138452,PGIM India Low Dur Dr IDCW-R,Low Duration,,F00000Z7QO
138453,PGIM India Emerging Mrkts Eq Gr,Global - Other,Large Growth,F000000JSF
138454,PGIM India Emerging Mrkts Eq IDCW-R,Global - Other,Large Growth,F00000Z7S0
138456,PGIM India Emerging Mrkts Eq Dir Gr,Global - Other,Large Growth,F00000PDW2
138457,PGIM India Emerging Mrkts Eq Dir IDCW-P,Global - Other,Large Growth,F00000SCG8
138467,PGIM India Gilt IDCW-R,Government Bond,,F00000Z7P0
138470,PGIM India Gilt Gr,Government Bond,,F000002SRV
138471,,,,
138472,PGIM India Gilt Dr Pl Gr,Government Bond,,F00000PDW0
138474,PGIM India Gilt Dr Pl IDCW-P,Government Bond,,F00000PDVZ
138475,PGIM India Gilt HY Bns,Government Bond,,F00000PSRO
138476,,,,
138523,PGIM India Global Eq Opp Reg Gr,Global - Other,Large Growth,F00000H3K4
138524,PGIM India Global Eq Opp Reg IDCW-R,Global - Other,Large Growth,F00000Z7P7
138525,,,,
138527,PGIM India Global Eq Opp Dir IDCW-P,Global - Other,Large Growth,F00000PFXI
138528,PGIM India Global Eq Opp Dir Gr,Global - Other,Large Growth,F00000PDW1
138563,PGIM India Bkg & PSU Debt Dir Mly IDCW-R,Banking & PSU,,F00000Z7OB
138564,PGIM India Bkg & PSU Dr Pl Gr,Banking & PSU,,F00000PN96
138565,PGIM India Bkg & PSU Debt Mly IDCW-P,Banking & PSU,,F00000PN95
138566,PGIM India Bkg & PSU Gr,Banking & PSU,,F00000PN94
138567,PGIM India Bkg & PSU Debt Dir Qt IDCW-P,Banking & PSU,,F00000QI4U
138568,PGIM India Bkg & PSU Debt Dir Ann IDCW-P,Banking & PSU,,F00000VHW4
138569,,,,
138570,PGIM India Bkg & PSU Debt Wly IDCW-R,Banking & PSU,,F00000Z7OF
138571,PGIM India Bkg & PSU Debt Qt IDCW-P,Banking & PSU,,F00000TF99
138573,,,,
138574,PGIM India Bkg & PSU Debt Dir Reg Bonus,Banking & PSU,,F00000PSMH
138575,,,,
138576,,,,
138661,,,,
138875,PGIM India Arbitrage Dir Gr,Arbitrage Fund,Large Blend,F00000U9MW
138876,PGIM India Arbitrage Reg Gr,Arbitrage Fund,Large Blend,F00000U9MR
138877,PGIM India Arbitrage Dir Rg IDCW-R,Arbitrage Fund,Large Blend,F00000Z7NX
138878,PGIM India Arbitrage Dir Mn IDCW-R,Arbitrage Fund,Large Blend,F00000Z7NV
138879,PGIM India Arbitrage Dir Qt IDCW-R,Arbitrage Fund,Large Blend,F00000Z7NW
138880,PGIM India Arbitrage Dir Ann IDCW-P,Arbitrage Fund,Large Blend,F00000U9MZ
138883,PGIM India Arbitrage Reg Mn IDCW-R,Arbitrage Fund,Large Blend,F00000Z7NZ
138884,PGIM India Arbitrage Reg Qt IDCW-R,Arbitrage Fund,Large Blend,F00000Z7O0
138885,PGIM India Arbitrage Reg Ann IDCW-R,Arbitrage Fund,Large Blend,F00000Z7NY
138887,PGIM India Arbitrage Reg Rg IDCW-R,Arbitrage Fund,Large Blend,F00000Z7O1
138894,,,,
138897,PGIM India Credit Risk Dir Ann IDCW-R,Credit Risk,,F00000Z7OI
138898,PGIM India Credit Risk Dir Gr,Credit Risk,,F00000UI9C
138899,PGIM India Credit Risk Dir Mn IDCW,Credit Risk,,F00000XAAL
138900,PGIM India Credit Risk Dir Qt IDCW-R,Credit Risk,,F00000Z7OJ
138902,,,,
138903,PGIM India Credit Risk Reg Qt IDCW-R,Credit Risk,,F00000Z7ON
138905,PGIM India Credit Risk Reg Gr,Credit Risk,,F00000UI97
138906,PGIM India Credit Risk Reg Mn IDCW-R,Credit Risk,,F00000Z7OM
138907,PGIM India Credit Risk Reg Ann IDCW-R,Credit Risk,,F00000Z7OK
138908,,,,
138985,,,,
138986,,,,
138987,,,,
138988,,,,
138989,,,,
138990,,,,
138991,,,,
138992,,,,
139051,,,,
139078,,,,
139079,,,,
139080,,,,
139081,,,,
139083,,,,
139084,,,,
139085,,,,
139086,,,,
139087,,,,
139088,,,,
139089,,,,
139090,,,,
139091,,,,
139092,,,,
139093,,,,
139095,,,,
139096,,,,
139097,,,,
139098,,,,
139099,,,,
139101,,,,
139102,,,,
139103,,,,
139104,,,,
139107,,,,
139109,,,,
139110,,,,
139111,,,,
139112,,,,
139113,,,,
139114,,,,
139115,,,,
139116,,,,
139117,,,,
139119,,,,
139120,,,,
139121,,,,
139122,,,,
139123,,,,
139128,,,,
139129,,,,
139130,,,,
139131,,,,
139132,,,,
139133,,,,
139134,,,,
139135,,,,
139137,,,,
139138,,,,
139139,,,,
139141,,,,
139143,,,,
139144,,,,
139145,,,,
139146,,,,
139163,,,,
139164,,,,
139165,,,,
139166,,,,
139168,,,,
139171,,,,
139172,,,,
139173,,,,
139174,,,,
139175,,,,
139176,,,,
139178,,,,
139179,,,,
139180,,,,
139181,UTI Dynamic Bond Reg HY IDCW-R,Dynamic Bond,,F00000Z9AE
139192,,,,
139193,,,,
139194,,,,
139195,,,,
139196,,,,
139197,,,,
139198,IDFC Corporate Bond Dir Mn IDCW-R,Corporate Bond,,F00000Z8DP
139199,IDFC Corporate Bond Dir Qt IDCW-R,Corporate Bond,,F00000Z8DQ
139200,IDFC Corporate Bond Dir HY IDCW-R,Corporate Bond,,F000013LBI
139201,IDFC Corporate Bond Dir Ann IDCW-R,Corporate Bond,,F00000Z8DN
139202,IDFC Corporate Bond Reg Mn IDCW-R,Corporate Bond,,F00000Z8DU
139203,IDFC Corporate Bond Reg HY IDCW-R,Corporate Bond,,F00000Z8DT
139204,IDFC Corporate Bond Reg Ann IDCW-R,Corporate Bond,,F00000Z8DR
139205,IDFC Corporate Bond Reg Qt IDCW-R,Corporate Bond,,F00000Z8DV
139219,Principal Arbitrage Fund Mn Dir IDCW-R,Arbitrage Fund,Large Blend,F00000Z8TU
139221,Principal Arbitrage Fund Dir Gr,Arbitrage Fund,Large Blend,F00000X5JQ
139222,Principal Arbitrage Fund Reg Mn IDCW-R,Arbitrage Fund,Large Blend,F00000Z8TV
139224,Principal Arbitrage Fund Reg Gr,Arbitrage Fund,Large Blend,F00000X5JT
139225,,,,
139226,,,,
139227,,,,
139228,,,,
139235,Canara Robeco Liqd Unclmd Red Div Dir Gr,Liquid,,F000013WTA
139236,UTI Money Market Reg Fl IDCW-R,Money Market,,F00000Z9CJ
139245,,,,
139246,,,,
139247,,,,
139248,,,,
139249,,,,
139250,,,,
139251,,,,
139252,,,,
139253,,,,
139254,,,,
139255,,,,
139256,,,,
139257,JM Liquid Unclmd Redem Dir Gr,Liquid,,F000013WU7
139258,JM Liquid Unclmd Div Dir Gr,Liquid,,F000013WU5
139259,JM Liquid Unclmd Redem IEF Dir Gr,Liquid,,F000013WU8
139260,JM Liquid Unclmd Div IEF Dir Gr,Liquid,,F000013WU6
139261,,,,
139262,,,,
139263,,,,
139264,,,,
139265,,,,
139266,,,,
139267,,,,
139268,,,,
139269,,,,
139271,,,,
139272,,,,
139283,,,,
139284,,,,
139285,,,,
139286,,,,
139287,,,,
139288,,,,
139295,,,,
139296,,,,
139297,,,,
139298,,,,
139307,,,,
139308,,,,
139309,,,,
139310,,,,
139311,,,,
139312,,,,
139313,,,,
139314,,,,
139315,,,,
139316,,,,
139331,,,,
139332,,,,
139333,,,,
139335,,,,
139336,,,,
139337,,,,
139338,,,,
139339,UTI Bond Dir Ann IDCW-P,Medium to Long Duration,,F00000X6UT
139340,,,,
139341,,,,
139342,,,,
139343,,,,
139345,,,,
139346,,,,
139347,,,,
139348,,,,
139359,,,,
139360,,,,
139361,,,,
139362,,,,
139363,,,,
139365,,,,
139366,,,,
139367,,,,
139368,,,,
139369,,,,
139370,,,,
139371,,,,
139376,,,,
139378,,,,
139379,,,,
139380,,,,
139382,,,,
139383,,,,
139384,,,,
139385,,,,
139386,Navi Liquid Unclmd Red & Div < 3 Yrs,Liquid,,F000013WTN
139393,UTI FTIF Ser XXIV-XIV 1831D Dir Mt IDCW,Fixed Maturity Intermediate-Term Bond,,F00000XCMO
139395,UTI FTIF Ser XXIV-XIV 1831D Reg Gr,Fixed Maturity Intermediate-Term Bond,,F00000XCMH
139397,UTI FTIF Ser XXIV-XIV 1831D Dir Qt IDCW,Fixed Maturity Intermediate-Term Bond,,F00000XCMP
139398,UTI FTIF Ser XXIV-XIV 1831D Reg Qt IDCW,Fixed Maturity Intermediate-Term Bond,,F00000XCMK
139399,UTI FTIF Ser XXIV-XIV 1831D Dir Gr,Fixed Maturity Intermediate-Term Bond,,F00000XCMN
139400,UTI FTIF Ser XXIV-XIV 1831D Reg Ann IDCW,Fixed Maturity Intermediate-Term Bond,,F00000XCMM
139401,UTI FTIF Ser XXIV-XIV 1831D Reg Mt IDCW,Fixed Maturity Intermediate-Term Bond,,F00000XCMI
139402,UTI FTIF Ser XXIV-XIV 1831D Reg Fl IDCW,Fixed Maturity Intermediate-Term Bond,,F00000XCML
139403,,,,
139404,,,,
139405,,,,
139406,,,,
139407,UTI Banking & PSU Debt Reg HY IDCW-R,Banking & PSU,,F00000Z99N
139408,,,,
139409,,,,
139410,,,,
139411,,,,
139412,,,,
139413,,,,
139414,,,,
139415,,,,
139416,,,,
139417,,,,
139418,,,,
139419,,,,
139430,,,,
139431,ICICI Pru Liquid Unclaimed Rdmpt Inv Edu,Liquid,,F000013UJZ
139432,ICICI Pru Liquid Unclaimed IDCW Inv Edu,Liquid,,F000013UJY
139433,ICICI Pru Liquid Unclmd Redem,Liquid,,F000013WTW
139434,ICICI Pru Liquid Unclmd Div,Liquid,,F000013WTV
139439,,,,
139440,,,,
139441,,,,
139442,,,,
139451,,,,
139452,,,,
139453,,,,
139454,,,,
139455,,,,
139456,,,,
139457,,,,
139458,,,,
139459,,,,
139460,,,,
139461,,,,
139462,,,,
139463,,,,
139464,,,,
139465,,,,
139470,ICICI Pru Cap Prot X 1375 D B Reg Gr,Conservative Allocation,Large Growth,F00000XIGW
139471,ICICI Pru Cap Prot X 1375 D B Dir Gr,Conservative Allocation,Large Growth,F00000XIGY
139472,ICICI Pru Cap Prot X 1375 D B Reg IDCW,Conservative Allocation,Large Growth,F00000XIGX
139473,ICICI Pru Cap Prot X 1375 D B Dir IDCW,Conservative Allocation,Large Growth,F00000XIGZ
139474,,,,
139475,,,,
139476,,,,
139477,,,,
139493,,,,
139494,,,,
139495,,,,
139496,,,,
139497,,,,
139498,,,,
139499,,,,
139500,,,,
139501,,,,
139502,,,,
139513,,,,
139515,,,,
139516,,,,
139518,,,,
139519,,,,
139520,Axis Equity Saver Dir IDCW-R,Equity - Savings,Large Growth,F00000Z7E2
139521,Axis Equity Saver Reg IDCW-R,Equity - Savings,Large Growth,F00000Z7E5
139526,,,,
139527,BOI AXA Mid & Small Cp Eq & Dbt Dir Gr,Aggressive Allocation,Mid Growth,F00000XK4N
139528,BOI AXA Mid & Small Cp Eq&Dbt Reg IDCW-R,Aggressive Allocation,Mid Growth,F00000Z7LU
139529,BOI AXA Mid & Small Cp Eq & Dbt Reg Gr,Aggressive Allocation,Mid Growth,F00000XK4L
139530,BOI AXA Mid & Small Cp Eq&Dbt Dir IDCW-R,Aggressive Allocation,Mid Growth,F00000Z7LT
139531,,,,
139532,,,,
139533,,,,
139534,Mahindra Manu Liquid Reg Dl IDCW-R,Liquid,,F00000XGVZ
139535,Mahindra Manu Liquid Dir Dl IDCW-R,Liquid,,F00000XGW2
139536,Mahindra Manu Liquid Dir Wk IDCW-R,Liquid,,F00000XGW3
139537,Mahindra Manu Liquid Reg Gr,Liquid,,F00000XGVY
139538,Mahindra Manu Liquid Dir Gr,Liquid,,F00000XGW1
139541,Mahindra Manu Liquid Reg Wk IDCW-R,Liquid,,F00000XGW0
139542,,,,
139544,,,,
139545,,,,
139560,BNP Paribas Liquid Sp Unclmd Red 36A Gr,Liquid,,F000013WT6
139561,BNP Paribas Liquid Sp Unclmd Div 36B Gr,Liquid,,F000013WT4
139562,BNP Paribas Liquid Sp Unclmd Div 36A Gr,Liquid,,F000013WT5
139563,BNP Paribas Liquid Sp Unclmd Red 36B Gr,Liquid,,F000013WT9
139564,,,,
139565,,,,
139566,,,,
139567,,,,
139568,UTI Ultra Short Term Dir Ann IDCW-R,Ulta Short Duration,,F00000Z9AI
139569,,,,
139570,,,,
139571,,,,
139572,,,,
139573,,,,
139574,,,,
139575,,,,
139576,,,,
139578,,,,
139579,,,,
139580,,,,
139581,,,,
139582,IDFC Cash Unclmd Div < 3 Yrs,Liquid,,F000013WTX
139583,IDFC Cash Unclmd Div > 3 Yrs,Liquid,,F000013WTY
139584,IDFC Cash Unclmd Redem < 3 Yrs,Liquid,,F000013WTZ
139585,IDFC Cash Unclmd Redem > 3 Yrs,Liquid,,F000013WU0
139590,,,,
139591,,,,
139592,,,,
139593,,,,
139594,,,,
139595,,,,
139596,,,,
139597,,,,
139598,,,,
139599,,,,
139600,,,,
139601,,,,
139606,,,,
139607,,,,
139608,,,,
139609,,,,
139610,,,,
139611,,,,
139642,,,,
139643,,,,
139645,,,,
139646,UTI Money Market Reg Qt IDCW-R,Money Market,,F00000Z9CM
139651,,,,
139652,,,,
139653,,,,
139654,,,,
139679,Nippon India Equity Hybrid Dir Mn IDCW-R,Aggressive Allocation,Large Blend,F00000Z8YV
139680,Nippon India Equity Hybrid Mn IDCW-R,Aggressive Allocation,Large Blend,F00000Z8YY
139687,,,,
139688,,,,
139689,,,,
139690,,,,
139691,,,,
139692,,,,
139701,,,,
139702,,,,
139703,,,,
139704,,,,
139705,,,,
139706,,,,
139707,,,,
139708,,,,
139709,Sundaram LT Mic cap Tax Ad Sr III Reg Gr,ELSS,Small Blend,F00000Y7S5
139710,Sundaram LT Mic cap TaxAdSr III Dir IDCW,ELSS,Small Blend,F00000Y7S8
139711,Sundaram LT Mic cap Tax Ad Sr III Dir Gr,ELSS,Small Blend,F00000Y7S7
139712,Sundaram LT Mic cap TaxAdSr III Rg IDCW,ELSS,Small Blend,F00000Y7S6
139713,,,,
139714,,,,
139715,,,,
139716,,,,
139733,,,,
139734,,,,
139735,,,,
139736,,,,
139741,,,,
139742,,,,
139743,,,,
139744,,,,
139745,,,,
139746,,,,
139747,,,,
139748,,,,
139749,,,,
139750,,,,
139755,HDFC Dual Adv III 1304DAugust2016RegIDCW,Conservative Allocation,,F00000XPYU
139756,HDFC Dual Adv III 1304DAugust2016DirIDCW,Conservative Allocation,,F00000XPYT
139757,HDFC Dual Adv III 1304D August 2016DirGr,Conservative Allocation,,F00000XPYR
139758,HDFC Dual Adv III 1304D August 2016RegGr,Conservative Allocation,,F00000XPYS
139759,,,,
139760,,,,
139761,,,,
139762,,,,
139763,,,,
139764,,,,
139765,,,,
139766,,,,
139767,HSBC Short Duration Dir Qt IDCW-R,Short Duration,,F00000Z9E4
139768,HSBC Short Duration Qt IDCW-R,Short Duration,,F00000Z841
139780,Mahindra Manu ELSS KarBachatYjnRegIDCW-P,ELSS,Large Growth,F00000XXSM
139781,Mahindra Manu ELSS Kar Bachat Yjn Dir Gr,ELSS,Large Growth,F00000XXSL
139782,Mahindra Manu ELSS KarBachatYjnDirIDCW-P,ELSS,Large Growth,F00000XXSK
139783,Mahindra Manu ELSS Kar Bachat Yjn Reg Gr,ELSS,Large Growth,F00000XXSN
139784,Aditya BSL RIF Ser 1 Reg Gr,Multi-Cap,Large Growth,F00000XS7W
139785,Aditya BSL RIF Ser 1 Reg IDCW-P,Multi-Cap,Large Growth,F00000XS7X
139786,Aditya BSL RIF Ser 1 Dir IDCW-P,Multi-Cap,Large Growth,F00000XS7Z
139787,Aditya BSL RIF Ser 1 Dir Gr,Multi-Cap,Large Growth,F00000XS7Y
139788,,,,
139789,,,,
139790,,,,
139791,,,,
139792,,,,
139793,,,,
139794,,,,
139795,,,,
139796,,,,
139797,,,,
139798,,,,
139799,,,,
139820,PGIM India Hyb Eq Dir Mn IDCW-R,Aggressive Allocation,Large Growth,F00000Z7O2
139821,PGIM India Hyb Eq Mn IDCW-R,Aggressive Allocation,Large Growth,F00000Z7O6
139822,PGIM India Hyb Eq Qt IDCW-R,Aggressive Allocation,Large Growth,F00000Z7O7
139823,PGIM India Hyb Eq Dir Qt IDCW-R,Aggressive Allocation,Large Growth,F00000Z7O3
139838,UTI Liquid Cash Plan Reg Ft IDCW-R,Liquid,,F00000Z9BM
139839,,,,
139840,,,,
139841,,,,
139842,,,,
139843,,,,
139844,,,,
139849,,,,
139850,,,,
139851,,,,
139852,,,,
139859,UTI CPO Ser VIII-II 1831 Days Dir Gr,Conservative Allocation,Large Blend,F00000XTWB
139860,UTI CPO Ser VIII-II 1831 Days Dir IDCW,Conservative Allocation,Large Blend,F00000XTWC
139861,UTI CPO Ser VIII-II 1831 Days Reg Gr,Conservative Allocation,Large Blend,F00000XTW9
139862,UTI CPO Ser VIII-II 1831 Days Reg IDCW,Conservative Allocation,Large Blend,F00000XTWA
139863,Motilal Oswal Dynamic Reg Ann IDCW-R,Dynamic Asset Allocation,Large Growth,F00000Z8SG
139865,Motilal Oswal Dynamic Dir Qt IDCW-R,Dynamic Asset Allocation,Large Growth,F00000Z8SF
139866,Motilal Oswal Dynamic Dir Ann IDCW-R,Dynamic Asset Allocation,Large Growth,F00000Z8SE
139870,Motilal Oswal Dynamic Reg Gr,Dynamic Asset Allocation,Large Growth,F00000XTW8
139871,Motilal Oswal Dynamic Reg Qt IDCW-R,Dynamic Asset Allocation,Large Growth,F00000Z8SH
139872,Motilal Oswal Dynamic Dir Gr,Dynamic Asset Allocation,Large Growth,F00000XTW5
139889,Franklin India Liquid Unclmd Red Gr,Liquid,,F000013WTQ
139890,Franklin India Liquid Unclmd Div Gr,Liquid,,F000013WTP
139891,Franklin India Liquid Unclmd RedInvEduGr,Liquid,,F00001461Q
139892,Franklin India Liquid Unclmd DivInvEduGr,Liquid,,F00001461R
139893,,,,
139894,,,,
139895,,,,
139896,,,,
139897,,,,
139898,,,,
139941,,,,
139943,,,,
139944,,,,
139951,HDFC FMP 1309D Sept 2016(1) Dir IDCW,Fixed Maturity Short-Term Bond,,F00000XS9E
139952,HDFC FMP 1309D Sept 2016(1) Dir Gr,Fixed Maturity Short-Term Bond,,F00000XS9D
139953,HDFC FMP 1309D Sept 2016(1) Reg Qt IDCW,Fixed Maturity Short-Term Bond,,F00000XS9C
139954,HDFC FMP 1309D Sept 2016(1) Reg IDCW,Fixed Maturity Short-Term Bond,,F00000XS9B
139955,HDFC FMP 1309D Sept 2016(1) Dir Qt IDCW,Fixed Maturity Short-Term Bond,,F00000XS9F
139956,HDFC FMP 1309D Sept 2016(1) Reg Gr,Fixed Maturity Short-Term Bond,,F00000XS9A
139963,,,,
139964,,,,
139965,,,,
139966,,,,
139969,IDBI Hybrid Equity Fund Reg Gr,Aggressive Allocation,Large Growth,F00000Y20N
139970,IDBI Hybrid Equity Fund Reg IDCW-R,Aggressive Allocation,Large Growth,F00000Z8C6
139971,IDBI Hybrid Equity Fund Dir Gr,Aggressive Allocation,Large Growth,F00000Y20P
139972,IDBI Hybrid Equity Fund Dir IDCW-R,Aggressive Allocation,Large Growth,F00000Z8C5
139985,UTI CPO Ser VIII-III 1281 Days Reg Gr,Conservative Allocation,,F00000XY2E
139986,UTI CPO Ser VIII-III 1281 Days Dir Gr,Conservative Allocation,,F00000XY2G
139987,UTI CPO Ser VIII-III 1281 Days Dir IDCW,Conservative Allocation,,F00000XY2H
139988,UTI CPO Ser VIII-III 1281 Days Reg IDCW,Conservative Allocation,,F00000XY2F
139989,Sundaram LT Mic capTax Ad Sr IV Dir IDCW,ELSS,Small Blend,F00000YBER
139990,Sundaram LT Mic cap Tax Ad Sr IV Dir Gr,ELSS,Small Blend,F00000YBEQ
139991,Sundaram LT Mic capTax Ad Sr IV Rg IDCW,ELSS,Small Blend,F00000YBET
139992,Sundaram LT Mic capTax Ad Sr IV Reg Gr,ELSS,Small Blend,F00000YBES
139993,,,,
139994,,,,
139995,,,,
139996,,,,
139997,,,,
139998,,,,
139999,,,,
140000,,,,
140001,,,,
140002,,,,
140003,Sundaram Money Unclmd Redem < 3 Yrs,Liquid,,F000013WUE
140004,Sundaram Money Unclmd Redem > 3 Yrs,Liquid,,F000013WUD
140005,Sundaram Money Unclmd Div > 3 Yrs,Liquid,,F000013WUB
140006,Sundaram Money Unclmd Div < 3 Yrs,Liquid,,F000013WUC
140011,,,,
140012,,,,
140013,,,,
140014,,,,
140015,HDFC Dual Adv III 1267D Oct 2016 DirIDCW,Conservative Allocation,Large Growth,F00000XYQQ
140016,HDFC Dual Adv III 1267D Oct 2016 RegIDCW,Conservative Allocation,Large Growth,F00000XYQR
140017,HDFC Dual Adv III 1267D Oct 2016 Dir Gr,Conservative Allocation,Large Growth,F00000XYQO
140018,HDFC Dual Adv III 1267D Oct 2016 Reg Gr,Conservative Allocation,Large Growth,F00000XYQP
140019,,,,
140020,,,,
140021,,,,
140022,,,,
140023,UTI Money Market Dir HY IDCW-R,Money Market,,F00000Z9CG
140024,UTI Liquid Cash Plan Dir Qt IDCW-R,Liquid,,F00000Z9BL
140029,,,,
140030,,,,
140031,,,,
140032,,,,
140043,UTI L/T Advantage Ser IV Reg IDCW,ELSS,Large Blend,F00000Y5HJ
140044,UTI L/T Advantage Ser IV Dir IDCW,ELSS,Large Blend,F00000Y5HL
140045,UTI L/T Advantage Ser IV Reg Gr,ELSS,Large Blend,F00000Y5HI
